Seconds elapsed,Metres from animatedLocation to lastReceivedLocation
62.966,226.326989627985
62.983,224.73393940816752
62.999,223.14713759163052
63.016,221.58273611309752
63.033,219.99665725706504
63.049,218.41712437348437
63.066,216.83324442353359
63.083,215.2506821800709
63.099,213.67718501931802
63.116,212.09607200180247
63.133,210.50933434765855
63.149,208.93329275132814
63.166,207.34753635305583
63.183,205.7642324781932
63.199,204.18249646162343
63.216,202.6049625736088
63.233,201.01031008406224
63.249,199.43711032278904
63.266,197.8610866839734
63.283,196.2728916668721
63.299,194.69932577731154
63.316,193.11063643677403
63.333,191.52972866866915
63.35,189.93067304370794
63.366,188.36888704136146
63.383,186.79016845951367
63.4,185.17709529724817
63.416,183.62749716358772
63.433,182.0161199054953
63.449,180.46747297570965
63.466,178.88559354335885
63.483,177.30109635588227
63.499,175.71901700103726
63.516,174.13800236340907
63.533,172.56067148947656
63.549,170.97976258034063
63.566,169.3918944921622
63.583,167.81744091819957
63.6,166.21395069890448
63.616,164.65377017319165
63.633,163.07151920517146
63.649,161.48508683811377
63.666,159.90775226427425
63.683,158.32627605818604
63.699,156.7425155445693
63.716,155.16523784430194
63.733,153.58073863050117
63.749,152.0019883122441
63.766,150.4223548444106
63.783,148.8344637100901
63.802,147.0436680052565
63.816,145.67749640193767
63.833,144.09372048034712
63.849,142.51544823444493
63.866,140.93310582370128
63.883,139.34645105061009
63.899,137.76894046464977
63.916,136.18333468030244
63.933,134.56465365604453
63.949,133.01996147327813
63.966,131.44451043331708
63.983,130.4512574912453
63.999,231.58842183888322
64.024,231.58842183888322
64.033,231.58842183888322
64.049,231.58842183888322
64.066,231.58842183888322
64.091,231.58842183888322
64.099,231.58842183888322
64.116,231.58842183888322
64.133,231.58842183888322
64.149,231.58842183888322
64.175,231.58842183888322
64.182,231.58842183888322
64.207,231.58842183888322
64.226,231.58842183888322
64.232,231.58842183888322
64.249,231.58842183888322
64.266,231.58842183888322
64.283,231.58842183888322
64.299,231.58842183888322
64.316,231.58842183888322
64.333,231.58842183888322
64.349,231.58842183888322
64.366,231.58842183888322
64.383,231.58842183888322
64.399,231.58842183888322
64.416,231.58842183888322
64.433,231.58842183888322
64.449,231.58842183888322
64.466,231.58842183888322
64.483,231.58842183888322
64.499,231.58842183888322
64.516,231.58842183888322
64.533,231.58842183888322
64.55,231.58842183888322
64.566,231.58842183888322
64.583,231.58842183888322
64.599,231.58842183888322
64.616,231.58842183888322
64.633,231.58842183888322
64.649,231.58842183888322
64.665,231.58842183888322
64.683,231.58842183888322
64.699,231.58842183888322
64.716,231.58842183888322
64.733,231.58842183888322
64.749,231.58842183888322
64.766,231.58842183888322
64.783,231.58842183888322
64.8,231.58842183888322
64.816,231.58842183888322
64.833,231.58842183888322
64.849,231.58842183888322
64.866,231.58842183888322
64.883,231.58842183888322
64.899,231.58842183888322
64.916,231.58842183888322
64.933,231.58842183888322
64.949,231.58842183888322
64.966,231.58842183888322
64.983,231.58842183888322
64.999,231.58842183888322
65.016,231.58842183888322
65.033,231.58842183888322
65.049,231.58842183888322
65.065,231.58842183888322
65.082,231.58842183888322
65.099,231.58842183888322
65.116,231.58842183888322
65.133,231.58842183888322
65.149,231.58842183888322
65.166,231.58842183888322
65.187,231.58842183888322
65.218,231.58842183888322
65.233,231.58842183888322
65.271,231.58842183888322
65.333,231.58842183888322
65.369,231.58842183888322
65.411,231.58842183888322
65.449,231.58842183888322
65.466,231.58842183888322
